CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;EMAIL;SITE_ADMIN
25.007.187/0001-86;SKYLLA CONSULTORIA DE INVESTIMENTOS LTDA.;SKYLLA CONSULTORIA DE INVESTIMENTOS LTDA.;2017-11-17;2021-10-21;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2021-10-21;PRIVADO;SEDE;RUA HUNGRIA, 1.240 - 5º ANDAR;CJ 52 SL 2;JARDIM EUROPA;SÃO PAULO;SP;1455000;11;36732339;pbittencourt@qubitt.com;www.skylla.com.br
11.882.190/0001-34;SMI PRIME - CONSULTORIA DE INVESTIMENTOS LTDA;SMI;2011-10-04;;;EM FUNCIONAMENTO NORMAL;2011-10-04;PRIVADO;SEDE;RUA FÚLVIO ADUCCI, 627;SL. 209;ESTREITO;FLORIANÓPOLIS;SC;88075001;48;30275200;compliance@smiconsult.com.br;www.smiconsult.com.br
21.839.257/0001-01;SOLE CAPITAL LTDA.;SOLE CAPITAL;2015-06-23;2018-06-15;CANCELAMENTO A PEDIDO;CANCELADA;2018-06-15;PRIVADO;SEDE;ALAMEDA CAMPINAS, 1100/2º ANDAR CJ 22;CJ 22;JARDIM PAULISTA;SÃO PAULO;SP;1404200;11;47700514;contato@solecapital.com.br;
67.630.954/0001-59;SOLID ADMINISTRADORA DE PATRIMÔNIO E ESTRATÉGIA DE GESTÃO LTDA;--SAPEG;2011-03-14;2017-12-08;CANCELAMENTO A PEDIDO;CANCELADA;2017-12-08;PRIVADO;SEDE;RUA PEIXOTO GOMIDE, 2074;2. ANDAR;JARDIM PAULISTA;SÃO PAULO;SP;1409002;011;30321797;anibalx@uol.com.br;http://www.sapeg.com.br
18.243.585/0001-36;SOMAINVEST NEGÓCIOS E SERVIÇOS LTDA.;---SOMAINVEST;2014-11-05;;;EM FUNCIONAMENTO NORMAL;2014-11-05;PRIVADO;SEDE;RUA FUNCHAL, 129/3º ANDAR;CONJ. 3B SALA 3;VILA OLÍMPIA;SÃO PAULO;SP;4551060;11;38821155;marcio@somainvest.com;www.somainvest.com.br
05.563.299/0001-06;SOMMA INVESTIMENTOS S.A.;SOMMA INVESTIMENTOS;2009-11-19;;;EM FUNCIONAMENTO NORMAL;2009-11-19;PRIVADO;SEDE;RUA NIRBERTO HAASE 100;1º ANDAR;SANTA MÔNICA;FLORIANÓPOLIS;SC;88035215;48;30371004;compliance@sommainvestimentos.com.br;www.sommainvestimentos.com.br
13.129.380/0001-00;SONATA CONSULTORIA FINANCEIRA LTDA;--;2011-02-18;2019-03-21;CANCELAMENTO A PEDIDO;CANCELADA;2019-03-21;PRIVADO;SEDE;RUA HELENA, 140;82 BL. B;VILA OLIMPIA;SÃO PAULO;SP;4552050;11;33849883;administrativo@sonatainvest.com.br;
24.128.377/0001-99;SONORA CAPITAL INVESTIMENTOS LTDA;SONORA CAPITAL;2021-07-26;;;EM FUNCIONAMENTO NORMAL;2021-07-26;PRIVADO;SEDE;RUA ERNESTO DE PAULA SANTOS, N187;SALA 701;BOA VIAGEM;RECIFE;PE;51021330;081;998802225;contato@sonoracapital.com.br;http://www.sonoracapital.com.br/
37.200.916/0001-03;SPAR CONSULTORIA LTDA;SPAR FINANCIAL;2022-07-26;;;EM FUNCIONAMENTO NORMAL;2022-07-26;PRIVADO;SEDE;RUA DEPUTADO PAULO PREIS, 528;;JURERE;FLORIANÓPOLIS;SC;88053580;48;991189997;silviocoalho@gmail.com;sparfinancial.com
03.230.467/0001-16;SPINNAKER CAPITAL - CONSULTORIA EM GESTAO DE RECURSOS LTDA.;SPINNAKER CAPITAL - CONSULTORIA EM GESTAO DE RECURSOS LTDA.;2008-03-24;2021-07-09;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2021-07-09;PRIVADO;SEDE;ALAMEDA SANTOS, 1940/CJ 142;;CERQUEIRA CESAR;SÃO PAULO;SP;1418200;11;45052200;contato@spinnakercgr.com.br;http://www.spinnakercapital.com
03.230.467/0001-16;SPINNAKER CAPITAL - CONSULTORIA EM GESTAO DE RECURSOS LTDA.;SPINNAKER CAPITAL - CONSULTORIA EM GESTAO DE RECURSOS LTDA.;2022-04-04;;;EM FUNCIONAMENTO NORMAL;2022-04-04;PRIVADO;SEDE;ALAMEDA SANTOS, 1940/CJ 142;;CERQUEIRA CESAR;SÃO PAULO;SP;1418200;11;45052200;contato@spinnakercgr.com.br;https://www.spinnskercgr.com.br
05.825.277/0001-77;SPN GESTÃO DE INVESTIMENTOS LTDA;SPN GESTÃO DE INVESTIMENTOS LTDA;2014-01-29;2015-08-10;CANCELAMENTO A PEDIDO;CANCELADA;2015-08-10;PRIVADO;SEDE;RUA AMAURI, 255;9O ANDAR PARTE;ITAIM BIBI;SÃO PAULO;SP;1448000;11;30192800;veraalves@animainvestimentos.com.br;
10.463.850/0001-80;SPOROS CONSULTORIA E GESTÃO EMPRESARIAL LTDA;SPOROS GESTÃO DE VALOR;2017-04-04;;;EM FUNCIONAMENTO NORMAL;2017-04-04;PRIVADO;SEDE;RUA JANDIATUBA, 630;CJ 617;VILA ANDRADE;SÃO PAULO;SP;5716150;11;964825028;regina@sporos.com;http://www.sporos.com
33.156.470/0001-06;SR CONSULTORIA DE VALORES MOBILIÁRIOS LTDA.;SUPER RICO;2019-06-18;;;EM FUNCIONAMENTO NORMAL;2019-06-18;PRIVADO;SEDE;RUA CLÁUDIO SOARES, 72/SL 320;CONDOMÍNIO AHEAD;PINHEIROS;SÃO PAULO;SP;5422030;11;38195020;jayme.carvalho@superrico.com.br;
18.880.404/0001-82;SRB INVEST EIRELI;SRB;2022-08-12;;;EM FUNCIONAMENTO NORMAL;2022-08-12;PRIVADO;SEDE;RUA SAO GABRIEL, 1555/SALA 710;7º ANDAR;VILA BELVEDERE;AMERICANA;SP;13473000;19;991510420;silvio@srbinvest.com.br;www.srbinvest.com.br
28.913.844/0001-42;STARKS CONSULTORIA EM INVESTIMENTOS EIRELI - EPP;GAP ECONOMICS;2018-08-06;2019-06-26;CANCELAMENTO A PEDIDO;CANCELADA;2019-06-26;PRIVADO;SEDE;RUA GUILHERME DE ALMEIDA, 201;;VILA BETÂNIA;SÃO JOSÉ DOS CAMPOS;SP;12245550;21;33462815;contato@starksconsultoria.com.br;
46.893.444/0001-02;STENNA CONSULTORIA DE INVESTIMENTOS SOCIEDADE UNIPESSOAL LTDA;STENNA CONSULTORIA DE INVESTIMENTOS;2022-11-29;;;EM FUNCIONAMENTO NORMAL;2022-11-28;;SEDE;Avenida Pedroso de Morais 653;APT 52;Pinheiros;SÃO PAULO;SP;5419000;11;32805768;diretoriasuitability@stennaconsultoria.com;
19.943.445/0001-33;STEPSTONE GESTÃO DE RECURSOS LTDA.;STEPSTONE GESTÃO DE RECURSOS LTDA.;2016-04-13;2018-01-31;CANCELAMENTO A PEDIDO;CANCELADA;2018-01-31;PRIVADO;SEDE;RUA IGUATEMI 151;CJ 81;ITAIM;SÃO PAULO;SP;1451011;11;51051515;bruna.riotto@stepstonegroup.com;
07.335.928/0001-76;STONEX CONSULTORIA EM FUTUROS E COMMODITIES LTDA;STONEX CONSULTORIA;2006-06-08;;;EM FUNCIONAMENTO NORMAL;2006-06-08;PRIVADO;SEDE;AV DR. JOSÉ B. C. NOGUEIRA 150;SALA 203 ALA OESTE;JD. MADALENA;CAMPINAS;SP;13091611;19;21021300;glauco.monte@stonex.com;https://brasil.stonex.com/
35.722.467/0001-20;STRATI CONSULTORIA DE INVESTIMENTOS LTDA.;-----;2020-12-02;;;EM FUNCIONAMENTO NORMAL;2020-12-02;PRIVADO;SEDE;AV BRASIL, 1714;1002;FUNCIONÁRIOS;BELO HORIZONTE;MG;30140010;31;997895967;admin@strati.in;www.strati.in
32.206.435/0001-83;SUL AMERICA INVESTIMENTOS DTVM S.A.;SUL AMERICA INVESTIMENTOS DTVM SA;2013-07-11;2019-06-25;CANCELAMENTO A PEDIDO;CANCELADA;2019-06-25;PRIVADO;SEDE;RUA DOS PINHEIROS, Nº 1673;12º A,NORTE, SL II;PINHEIROS;SÃO PAULO;SP;5422012;11;37794841;mariaaugusta.mosca@sulamerica.com.br;www.sulamericainvestimentos.com.br
01.704.513/0001-46;SUL AMÉRICA SEGUROS DE PESSOAS E PREVIDÊNCIA S.A.;SUL AMÉRICA SEGUROS DE PESSOAS E PREVIDÊNCIA S.A.;2009-03-04;2013-08-07;CANCELAMENTO A PEDIDO;CANCELADA;2013-08-07;PRIVADO;SEDE;RUA BEATRIZ LARRAGOITI LUCAS;121 - 6°/NORTE;CIDADE NOVA;RIO DE JANEIRO;RJ;20211903;21;25068585;rafael.magalhaes@sulamerica.com.br;www.sulamerica.com.br
26.228.525/0001-72;SUNO S.A.;SUNO CONSULTORIA;2017-08-14;;;EM FUNCIONAMENTO NORMAL;2017-08-14;PRIVADO;SEDE;AV PRES JUSCE KUBITSCHEK 2041;TORRE D, 23 ANDAR;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543011;11;40811900;gabriel.chueke@suno.com.br;https://www.suno.com.br/consultoria/
05.464.937/0001-31;SWISS CAPITAL DO BRASIL ADMINISTRAÇÃO E CONSULTORIA DE INVESTIMENTOS LTDA;SWISS CAPITAL DO BRASIL;2003-11-19;2011-05-10;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2011-05-10;PRIVADO;SEDE;RUA PEDROSO ALVARENGA 584;19 ANDAR;ITAIM BIBI;SÃO PAULO;SP;4531001;11;60146900;flaviolobato@swisscapital.net;
09.074.511/0001-22;TABOAÇO, NIECKELE E FONSECA PARTICIPAÇÕES LTDA;--;2011-03-01;2018-11-09;CANCELAMENTO A PEDIDO;CANCELADA;2018-11-09;PRIVADO;SEDE;RUA CAMPO VERDE, Nº 61;CONJUNTO 22;JARDIM PAULISTANO;SÃO PAULO;SP;1456010;11;30322140;notificacoes@tnagp.com.br;
05.115.260/0001-26;TABRIZA BRASIL CONSULTORIA EM VALORES MOBILIÁRIOS LTDA;--;2007-05-14;2015-11-27;CANCELAMENTO A PEDIDO;CANCELADA;2015-11-27;PRIVADO;SEDE;RUA BEATRIZ LARRAGOITI LUCAS;121 4 ANDAR;CIDADE NOVA;RIO DE JANEIRO;RJ;20911903;;;alfredo.soares@sulamerica.com.br;
05.794.902/0001-60;TALER PLANEJAMENTOS FINANCEIROS LTDA;--;2004-04-01;2018-12-13;CANCELAMENTO A PEDIDO;CANCELADA;2018-12-13;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, 1.120,;7 ANDAR;ITAIM BIBI;SÃO PAULO;SP;4534004;11;22221160;paulo@taler.com.br;
18.083.649/0001-89;TARGUS BRASIL CONSULTORIA FINANCEIRA LTDA;TARGUS BRASIL CONSULTORIA FINANCEIRA LTDA;2013-10-21;2015-12-16;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-16;PRIVADO;SEDE;RUA  SAMPAIO VIANA, 425/77;;PARAÍSO;SÃO PAULO;SP;4007001;11;34279210;leonardo@targusbrasil.com.br;
38.297.038/0001-40;TC MATRIX LTDA.;TC MATRIX;2021-06-23;;;EM FUNCIONAMENTO NORMAL;2021-06-23;PRIVADO;SEDE;RUA LEOPOLDO COUTO DE MAGALHÃES JR., 758/1º ANDAR;CONJUNTO 12;ITAIM BIBI;SÃO PAULO;SP;4542000;11;42007850;denis.didi@tc.com.br;http://www.tc.com.br/matrix
29.182.706/0001-01;TECNAMPAR CONSULTORIA LTDA;TECNAMPAR;1985-08-29;2002-04-30;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2002-04-30;PRIVADO;SEDE;AV. RIO BRANCO,4/SLS 404 E 406;;;RIO DE JANEIRO;RJ;20090000;;;;
52.633.096/0001-29;TÉCNICA ASSESSORIA DE MERCADO DE CAPITAIS E EMPRESARIAL LTDA;TECNICA ASSESSORIA;1985-04-23;2019-06-21;CANCELAMENTO A PEDIDO;CANCELADA;2019-06-21;PRIVADO;SEDE;RUA TRÊS DE DEZEMBRO Nº 33;6º ANDAR;CENTRO;SÃO PAULO;SP;1014020;11;31066870;harold@tecnicaassessoria.com.br;www.tecnicaconsultores.com.br
48.695.928/0001-64;TELEINVEST PARTICIPACOES SA;TELEINVEST PARTICIP.;1985-04-28;2000-03-01;CANCELAMENTO A PEDIDO;CANCELADA;2000-03-01;;SEDE;RUA ANTONIO DE G. GÍUDICE,1315;;;SÃO PAULO;SP;5460010;11;375432;;
22.310.136/0001-30;TERNA CAPITAL - CONSULTORIA EM INVESTIMENTOS LTDA.;-----;2017-04-04;2023-01-24;CANCELAMENTO A PEDIDO;CANCELADA;2023-01-24;PRIVADO;SEDE;AVENIDA SANTO AMARO 1149;CJ 31;VILA NOVA CONCEICAO;SÃO PAULO;SP;4505001;11;930913256;contato@ternacapital.com.br;
07.296.506/0001-39;TERREIRO CONSULTORIA FINANCEIRA LTDA.;TERREIRO CONSULTORIA FINANCEIRA LTDA;2007-01-09;;;EM FUNCIONAMENTO NORMAL;2007-01-09;PRIVADO;SEDE;RUA PREFEITO CHAGAS, 305;SALA 203;CENTRO;POÇOS DE CALDAS;MG;37701010;11;999820240;rylouis@uol.com.br;
13.194.316/0001-03;TG CORE ASSET LTDA;TG CORE ASSET;2011-08-16;2021-04-13;CANCELAMENTO A PEDIDO;CANCELADA;2021-04-13;PRIVADO;SEDE;RUA PROFESSOR ATÍLIO INNOCENTI, Nº 474, CONJUNTOS 1105 E 1106, ED. LEAD OFFICES;19º ANDAR;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4538001;62;37731500;compliance@tgcore.com.br;http://www.tgcore.com.br
45.244.045/0001-40;THE BLUEMANTLE IWM CONSULTORIA DE INVESTIMENTOS LTDA;BLUEMANTLE CONSULTORIA;2022-07-29;;;EM FUNCIONAMENTO NORMAL;2022-07-29;PRIVADO;SEDE;TRAVESSA DONA PAULA;13;HIGIENÓPOLIS;SÃO PAULO;SP;1239050;11;51982433;info@bmantle.com;https://www.bmantle.com.br
54.209.549/0001-10;THOMPSON ASS. E PART. S/C LTDA;THOMPSON;1986-08-22;2002-04-30;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2002-04-30;PRIVADO;SEDE;R. BOA VISTA, 280/16 ANDAR;SALA C;CENTRO;SÃO PAULO;SP;1014000;;;;
08.646.359/0001-42;THOREOS CONSULTORIA LTDA;THOREOS CONSULTORIA LTDA;2014-05-02;;;EM FUNCIONAMENTO NORMAL;2014-05-02;PRIVADO;SEDE;ALAMEDA OSCAR NIEMEYER 222;4 ANDAR;VALE DO SERENO;NOVA LIMA;MG;34006049;31;33183765;administrativo@thoreos.com;
46.941.025/0001-90;THREE VALLEYS MULTI FAMILY OFFICE INVESTIMENTOS LTDA;THREE VALLEYS MULTI FAMILY OFFICE;2022-07-18;;;EM FUNCIONAMENTO NORMAL;2022-07-18;PRIVADO;SEDE;RUA FRANÇA PINTO, 1048;;VILA MARIANA;SÃO PAULO;SP;4016004;11;23055124;rafael@3v-mfo.com;https://threevalleys.com.br/
14.906.885/0001-05;TIMING CONSULTORIA DE INVESTIMENTOS LTDA;TIMING CONSULTORIA DE INVESTIMENTOS LTDA;2012-06-22;2017-10-03;CANCELAMENTO A PEDIDO;CANCELADA;2017-10-03;PRIVADO;SEDE;RUA JERÔNIMO DA VEIGA, 456/5º;;JARDIM EUROPA;SÃO PAULO;SP;4536001;11;23693233;ffbonilha@hotmail.com;
35.402.120/0001-08;TOMORROW INVESTIMENTOS E CORRETORA DE SEGUROS LTDA;TOMORROW INVESTIMENTOS;2022-04-11;;;EM FUNCIONAMENTO NORMAL;2022-04-11;PRIVADO;SEDE;ALAMEDA MINISTRO ROCHA AZEVEDO, 1334/1¦ ANDAR;;CERQUEIRA CESAR;SÃO PAULO;SP;1410002;11;41182861;fabio.murad@tomorrowinvestimentos.com.br;https://www.tomorrowinvestimentos.com.br
12.455.479/0001-30;TORO INVESTIMENTOS SA;NÃO HÁ;2010-12-24;2018-10-19;CANCELAMENTO A PEDIDO;CANCELADA;2018-10-19;PRIVADO;SEDE;AVENIDA GETÚLIO VARGAS, 671;12º AO 16º ANDAR;SAVASSI;BELO HORIZONTE;MG;30112021;31;36658700;juridico@toroinvestimentos.com.br;http://www.toroinvestimentos.com.br
50.245.935/0001-06;TOWERS WATSON CONSULTORIA LTDA;WILLIS TOWERS WATSON;2010-05-11;;;EM FUNCIONAMENTO NORMAL;2010-05-11;PRIVADO;SEDE;AV DAS NAÇÕES UNIDAS, 14401;16º ANDAR;TORRE SUCUPIRA;SÃO PAULO;SP;4794000;11;45056300;regulatorio@willistowerswatson.com;https://www.willistowerswatson.com/
44.056.030/0001-95;TRAAD CONSULTORIA DE INVESTIMENTOS LTDA;-----;2021-12-08;;;EM FUNCIONAMENTO NORMAL;2021-12-08;PRIVADO;SEDE;RUA TABAPUÃ, 422;CJ 93 E 94;ITAIM BIBI;SÃO PAULO;SP;4533001;11;55552015;gunnar.viana@traad.com.br;https://www.traad.com.br/
28.336.351/0001-97;TRAFALGAR CONSULTORIA PATRIMONIAL LTDA;TRAFALGAR WEALTH;2018-11-20;;;EM FUNCIONAMENTO NORMAL;2018-11-20;PRIVADO;SEDE;RUA AMAURI, 255/111;;JARDIM EUROPA;SÃO PAULO;SP;1448000;11;48619700;trafalgar-admin@trafalgarinvest.com.br;
45.227.409/0001-83;TRANSPARENZA INVESTIMENTOS LTDA.;TRANSPARENZA INVESTIMENTOS;2022-10-07;;;EM FUNCIONAMENTO NORMAL;2022-10-03;;SEDE;RUA OLIMPÍADAS, 205;CONJUNTO 41;VILA OLIMPIA;SÃO PAULO;SP;4551000;21;971654523;antonio.sa64@gmail.com;
11.085.228/0001-48;TRIAR CONSULTORIA LTDA;--;2009-10-19;2018-11-28;CANCELAMENTO A PEDIDO;CANCELADA;2018-11-28;PRIVADO;SEDE;AV. MAGALHÃES DE CASTRO, 4.800;12 AND. (PARTE);CIDADE JARDIM;SÃO PAULO;SP;5676120;11;31991000;financeiro@triargp.com.br;
34.431.691/0001-08;TRIESTOR ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA.;TRIESTOR;2020-04-09;2021-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2021-06-30;PRIVADO;SEDE;SETOR SIG QD 1 LT 495/515 SL 112/113;ED BARÃO DO RIO BRANCO;ZONA INDUSTRIAL;BRASÍLIA;DF;70610410;61;35474511;contato@triestor.com;www,triestor.com
11.013.757/0001-36;TRIUS CAPITAL GESTÃO DE INVESTIMENTOS E CONSULTORIA LTDA;TRIUS CAPITAL;2009-09-23;2019-03-18;CANCELAMENTO A PEDIDO;CANCELADA;2019-03-18;PRIVADO;SEDE;AV. MAGALHÃES DE CASTRO, 4800;CJ. 211 E 213;CIDADE JARDIM;SÃO PAULO;SP;5676120;11;37594800;tiago.gondim@triuscapital.com;www.finplan.com.br
31.415.301/0001-00;TROON CAPITAL CONSULTORIA DE VALORES MOBILIÁRIOS LTDA;TROON CAPITAL;2019-01-28;;;EM FUNCIONAMENTO NORMAL;2019-01-28;PRIVADO;SEDE;RUA TOMÉ, 86/CJ 52;;VILA OLÍMPIA;SÃO PAULO;SP;4551080;11;82140344;tamires.zamur@honest.com.br;
55.234.223/0001-05;TRYCOMM CORRET MERCADORIA LTDA;TRYCOMM;1992-04-06;1994-08-26;;CANCELADA;1994-08-26;PRIVADO;SEDE;R 9 DE JULHO 4400;;;SÃO PAULO;SP;1406100;11;38520;;
02.735.016/0001-78;TURIBIO & GUIMARAES ESTUDOS ECONOMICOS S/S - ME;TURIBIO & GUIMARAES ESTUDOS ECONOMICOS S/S - ME;2002-06-06;2019-10-23;CANCELAMENTO A PEDIDO;CANCELADA;2019-10-23;PRIVADO;SEDE;RUA ENG HAROLDO CAVALCANTI 410;SALA 211;RECREIO DOS BANDEIRANTES;RIO DE JANEIRO;RJ;22790240;21;24905340;nanci@bullfinance.com.br;
43.960.555/0001-98;TURIM ADVISORY CONSULTORIA DE VALORES MOBILIARIOS LTDA.;TURIM ADVISORY CONSULTORIA DE VALORES MOBILI-RIOS LTDA.;2022-04-14;;;EM FUNCIONAMENTO NORMAL;2022-04-14;PRIVADO;SEDE;AV. BRIG. FARIA LIMA, 2277/SALA 1201 (PARTE);;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;30713329;compliance@turimbr.com;https://www.turimadvisory.com
43.672.397/0001-70;TUTORS CONSULTORIA DE VALORES MOBILIÁRIOS LTDA;TUTORS CONSULTORIA DE VALORES MOBILIÁRIOS;2021-10-19;;;EM FUNCIONAMENTO NORMAL;2021-10-19;PRIVADO;SEDE;AV. SÃO SEBASTIÃO, 3125/SL 01 B;ED. AMAZON CENTER;QUILOMBO;CUIABÁ;MT;78045000;65;996651274;ronan@ouroplanejamento.com;www.tutorsinvest.com.br
07.476.141/0001-24;UBB CONSULTORIA DE INVESTIMENTO LTDA;UBB CONSULTORIA DE INVESTIMENTO LTDA;2006-05-10;2014-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2014-06-30;PRIVADO;SEDE;PÇ ALFREDO E. S. ARANHA, 100;T.AE, 12ºA;PQ. JABAQUARA;SÃO PAULO;SP;4344902;11;50199872;drinvest@itau-unibanco.com.br;
11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;2011-06-22;;;EM FUNCIONAMENTO NORMAL;2011-06-22;PRIVADO;SEDE;AV. BRIG. FARIA LIMA, 4.440;9º ANDAR - PARTE;ITAIM BIBI;SÃO PAULO;SP;4538132;11;27676500;ol-compliance-brazil@ubs.com;
11.049.895/0001-75;UBS BRASIL SERVIÇOS DE ASSESSORIA FINANCEIRA LTDA;UBS BRASIL;2017-04-04;2019-08-08;CANCELAMENTO A PEDIDO;CANCELADA;2019-08-08;PRIVADO;SEDE;AV BRIG FARIA LIMA, 4.440/9º;PARTE;ITAIM BIBI;SÃO PAULO;SP;4538132;11;27676500;alexandre.freitas@ubs.com;
05.795.763/0001-90;UBS CONSENSO ACONSELHAMENTO PATRIMONIAL LTDA;UBS CONSENSO ACONSELHAMENTO PATRIMONIAL LTDA;2007-04-05;2018-11-14;CANCELAMENTO A PEDIDO;CANCELADA;2018-11-14;PRIVADO;SEDE;AV. CIDADE JARDIM;N. 803, 7º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;1453000;11;43026144;luiz.borges@ubs.com;
08.978.297/0001-76;UF CONSULTORIA DE INVESTIMENTOS LTDA;***;2013-12-30;;;EM FUNCIONAMENTO NORMAL;2013-12-30;PRIVADO;SEDE;RODOVIA JOSÉ CARLOS DAUX, 5500;2º ANDAR, SL 202;SACO GRANDE;FLORIANÓPOLIS;SC;88032005;48;30360396;compliance@ufconsult.com.br;https://www.ufconsult.com.br/
33.968.066/0001-29;UM INVESTIMENTOS SA CTVM;UM INVESTIMENTOS;2008-02-15;2014-07-11;CANCELAMENTO A PEDIDO;CANCELADA;2014-07-11;PRIVADO;SEDE;PRAÇA XV DE NOVEMBRO, 20;1202;CENTRO;RIO DE JANEIRO;RJ;20010010;21;23232424;compliance@uminvestimentos.com.br;
45.708.838/0001-72;UMK CONSULTORIA DE VALORES MOBILIÁRIOS LTDA;UNK;2022-05-30;;;EM FUNCIONAMENTO NORMAL;2022-05-30;PRIVADO;SEDE;RUA DR. ARNALDO, 2146/SALA 1;;SUMARÉ;SÃO PAULO;SP;1255000;11;999115673;viviane@cxbrcapital.com;www.unkwm.com.br
07.878.928/0001-12;UNIBANCO CONSULTORIA DE INVESTIMENTOS LTDA;UNIBANCO CONSULTORIA DE INVESTIMENTOS LTDA;2006-06-16;2014-07-18;CANCELAMENTO A PEDIDO;CANCELADA;2014-07-18;PRIVADO;SEDE;PÇA ALFREDO E S ARANHA, 100;T EV, 12ºA;JABAQUARA;SÃO PAULO;SP;4344902;11;50199872;drinvest@itau-unibanco.com.br;
23.981.067/0001-50;UNIT SHEMUR CONSULTORIA FINANCEIRA EIRELI;UNIT SHEMUR CONSULTORUA FINANCEIRA EIRELI;2016-04-13;2018-10-31;CANCELAMENTO A PEDIDO;CANCELADA;2018-10-31;PRIVADO;SEDE;R. JERÔNIMO DA VEIGA, 164;18F;ITAIM BIBI;SÃO PAULO;SP;4536000;11;30782850;sbarrios@conceitoic.com.br;www.conceitoic.com.br
43.838.134/0001-99;UNITED CAPITAL CONSULTORIA EM VALORES MOBILIARIOS LTDA;UNITED | UNITED MULTI FAMILY OFFICE;2021-11-19;;;EM FUNCIONAMENTO NORMAL;2021-11-19;PRIVADO;SEDE;RUA ARAGUARI, 340/153;;VILA UBERABINHA;SÃO PAULO;SP;4514040;11;982948677;contato@unitedmfo.com.br;http://www.unitedmfo.com.br/
09.227.630/0001-78;V10 CONSULTORIA FINANCEIRA LTDA ME;V10 CONSULTORIA FINANCEIRA LTDA ME;2014-06-05;;;EM FUNCIONAMENTO NORMAL;2014-06-05;PRIVADO;SEDE;AVENIDA GETULIO VARGAS Nº 887;SL 1002;FUNCIONÁRIO;BELO HORIZONTE;MG;30112020;31;991965863;guilherme.telhado@v10i.com.br;www.v10i.com.br
56.320.559/0001-53;VALMOB CONSULTORIA E ADMINISTRAÇÃO LTDA;VALMOB;1986-12-17;1990-08-13;;CANCELADA;1990-08-13;;SEDE;R MAL HASTIMPHILO MOURA 338G17;;;SÃO PAULO;SP;5641000;;;;
05.365.401/0001-69;VALOR CONSULTORIA EMPRESARIAL LTDA;--;2010-06-16;;;EM FUNCIONAMENTO NORMAL;2010-06-16;PRIVADO;;;;;;;;;;leonel@valorconsult.com.br;www.valorconsult.com.br
26.103.127/0001-20;VCI EDITORA LTDA;VCI EDITORA LTDA;1993-03-11;2016-02-04;CANCELAMENTO A PEDIDO;CANCELADA;2016-02-04;PRIVADO;SEDE;RUA JOÃO CARRIÇO, 22;SALA 301;CENTRO;JUIZ DE FORA;MG;36016190;32;32163436;andrezuchi@gmail.com;www.vci.com.br
40.381.677/0001-31;VECTORGLOBAL WMG BRASIL LTDA.;VECTOR;2021-04-28;;;EM FUNCIONAMENTO NORMAL;2021-04-28;PRIVADO;SEDE;RUA AMÉRICO BRASILIENSE, 1765/CJ 21;PARTE;CHÁCARA SANTO ANTONIO;SÃO PAULO;SP;4715005;11;981649600;helo_isa@yahoo.com.br;www.vectorglobalwmg.com/?lang=pt-br
42.643.373/0001-20;VEGA CONSULTORIA DE INVESTIMENTOS LTDA;VEGA GP;2021-07-30;;;EM FUNCIONAMENTO NORMAL;2021-07-30;PRIVADO;SEDE;RUA CAMPOS SALES, 157/SL 405;;AUXILIADORA;PORTO ALEGRE;RS;90480030;51;30613122;thiago@vegagp.com.br;http://www.vegagp.com.br/
06.936.805/0001-28;VENTURA FINANCE ADMINISTRADORA DE RECURSOS LTDA.;--;2007-12-28;2009-05-19;CANCELAMENTO A PEDIDO;CANCELADA;2009-05-19;PRIVADO;SEDE;AV. DRA. RUTH CARDOSO, 4.777;13º ANDAR;ALTO DE PINHEIROS;SÃO PAULO;SP;5477902;11;30242000;cferrari@ventura.adm.br;
21.809.572/0001-96;VGV CONSULT - CONSULTORIA DE VALORES MOBILIARIOS LTDA;VGV CONSULT;2015-03-10;;;EM FUNCIONAMENTO NORMAL;2015-03-10;PRIVADO;SEDE;RUA GOMES DE CARVALHO, 621;CONJ. 1008 PARTE B;VILA OLÍMPIA;SÃO PAULO;SP;4547002;11;35829050;artur.melemendjian@vgvinvest.com.br;http://www.vgvinvest.com.br
