CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CATEG_REG;SUBCATEG_REG;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;VL_PATRIM_LIQ;DT_PATRIM_LIQ;EMAIL;SITE_ADMIN
15.096.793/0001-61;TRÉSOR GESTÃO DE INVESTIMENTOS LTDA;--;2012-09-14;2014-12-11;CANCELAMENTO A PEDIDO;CANCELADA;2014-12-11;;;PRIVADO;SEDE;Rua Os 18 do Forte, 1471;401A;Centro;CAXIAS DO SUL;RS;95020472;54;30280799;;;tresor@tresorgestao.com.br;
26.093.429/0001-64;TRESOR INVESTIMENTOS LTDA.;TRÉSOR INVESTIMENTOS LTDA.;2022-03-31;;;EM FUNCIONAMENTO NORMAL;2022-03-31;Gestor de Carteira;;PRIVADO;SEDE;AV. BRAZ OLAIA ACOSTA, 727;21 ANDAR SALAS 2107 E 2108;JARDIM CALIFORNIA;RIBEIRÃO PRETO;SP;14026040;16;36376599;;;tiago.domingos@tresorinvest.com.br;www.tresorinvest.com.br
18.975.766/0001-57;TRIBECA GESTÃO DE INVESTIMENTOS LTDA;TRIBECA GESTÃO DE INVESTIMENTOS LTDA;2014-03-28;2016-07-13;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2016-07-13;Gestor de Carteira;;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, N. 466;CONJUNTO 1411;ITAIM BIBI;SÃO PAULO;SP;4534002;11;31671539;;;alexandre@tribecainv.com;
34.431.691/0001-08;TRIESTOR ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA.;TRIESTOR;2021-07-02;;;EM FUNCIONAMENTO NORMAL;2021-07-02;Gestor de Carteira;;PRIVADO;SEDE;SETOR SIG QD 1 LT 495/515 SL 112/113;ED BARÃO DO RIO BRANCO;ZONA INDUSTRIAL;BRASÍLIA;DF;70610410;61;35474511;;;contato@triestor.com;www.triestor.com
32.274.480/0001-75;TRIGGER GESTORA DE RECURSOS LTDA.;TRIGGER GESTORA DE RECURSOS LTDA.;2019-11-07;;;EM FUNCIONAMENTO NORMAL;2019-11-07;Gestor de Carteira;;PRIVADO;SEDE;AV. PRESIDENTE JUSCELINO KUBITSCHEK, Nº 1.726;CONJ. 74, SALA 3;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543000;11;30787755;;;administrativo@trigger.com.br;www.trigger.com.br
28.925.400/0001-27;TRÍGONO CAPITAL LTDA;TRÍGONO CAPITAL;2018-02-08;;;EM FUNCIONAMENTO NORMAL;2018-02-08;Gestor de Carteira;;PRIVADO;SEDE;AV DR CHUCRI ZAIDAN 1550;CONJUNTOS 2206/07/05;VILA SÃO FRANCISCO;SÃO PAULO;SP;4711030;11;47800180;;;fmesnik@trigonocapital.com;www.trigonocapital.com
17.544.838/0001-49;TRILHA INVESTIMENTOS LTDA;TRILHA INVESTIMENTOS LTDA;2013-03-28;;;EM FUNCIONAMENTO NORMAL;2013-03-28;Gestor de Carteira;;PRIVADO;SEDE;RUA VIRADOURO, 63;4º ANDAR - CJ 41;ITAIM BIBI;SÃO PAULO;SP;4538110;11;33715324;;;pedro@trilhainvestimentos.com.br;www.trilhainvestimentos.com.br
02.276.653/0001-23;TRINUS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;BBM ADMINISTRAÇÃO DE RECURSOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2006-09-15;2015-11-30;CANCELAMENTO A PEDIDO;CANCELADA;2015-11-30;;;PRIVADO;SEDE;RUA 72, 325;12 ANDAR;JARDIM GOIÁS;GOIÂNIA;GO;74805480;021;37731500;;;compliance@trinusinvestimentos.com.br;
07.407.420/0001-36;TRIO CAPITAL LTDA;TRIO;2005-08-03;;;EM FUNCIONAMENTO NORMAL;2005-08-03;Gestor de Carteira;;PRIVADO;SEDE;RUA FUNCHAL, 263;1º ANDAR, CONJUNTO 11;VILA OLíMPIA;SÃO PAULO;SP;4551060;11;30662450;;;contato@triocapital.com.br;www.triocapital.com.br
04.876.786/0001-66;TRISCORP INVESTIMENTOS LTDA;TRISCORP INVESTIMENTOS LTDA;2004-02-10;2017-12-07;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2017-12-07;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA DAS AMÉRICAS;3500, BL 4 SL 522;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640102;21;32025000;;;administrativo@triscorpinvest.com;www.triscorp.com.br
11.013.757/0001-36;TRIUS CAPITAL GESTÃO DE INVESTIMENTOS E CONSULTORIA LTDA;TRIUS CAPITAL;2009-10-27;;;EM FUNCIONAMENTO NORMAL;2009-10-27;Gestor de Carteira;;PRIVADO;SEDE;AV. MAGALHÃES DE CASTRO, 4800;CJ. 211 E 213;CIDADE JARDIM;SÃO PAULO;SP;5676120;11;37594800;;;tiago.gondim@triuscapital.com;www.triuscapital.com
03.553.662/0001-87;TRIVELLA INVESTIMENTOS S.A.;TRIVELLA INVESTIMENTOS S.A.;2005-01-14;;;EM FUNCIONAMENTO NORMAL;2005-01-14;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA PLAZA, 6;SALA A-4;JARDIM PARAISO;ITU;SP;13302100;11;48582720;;;adm.financeiro@trivella.net;www.trivellainvestimentos.com.br
42.838.878/0001-40;TRIX INVESTIMENTOS LTDA.;-----;2021-11-29;;;EM FUNCIONAMENTO NORMAL;2021-11-29;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA;2179 - 7 ANDAR - CJ 72;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;48722600;;;vitor.nogueira@trx.com.br;www.trix.com.vc
04.636.879/0001-13;TROPICO INVESTIMENTOS E PARTICIPACOES LTDA;TROPICO INVESTIMENTOS E PARTICIPACOES LTDA;2003-07-04;;;EM FUNCIONAMENTO NORMAL;2003-07-04;Gestor de Carteira;;PRIVADO;SEDE;RUA DOS PINHEIROS 870;CJ. 244;PINHEIROS;SÃO PAULO;SP;5422001;11;34655600;;;elaine@tropicoinvest.com;www.tropicoinvest.com
03.617.702/0001-07;TRUST EF ESTRATÉGIA FINANCEIRA LTDA;TRUST EF ESTRATÉGIA FINANCEIRA LTDA;2001-03-05;2002-04-29;CANCELAMENTO A PEDIDO;CANCELADA;2002-04-29;;;PRIVADO;SEDE;AV. JOÃO GUALBERTO, 731/CJ 203;;;CURITIBA;PR;80030000;04;3529871;;;trust-ef@trust-ef.com.br;
67.030.395/0001-46;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;TRUSTEE DTVM LTDA;2012-11-16;;;EM FUNCIONAMENTO NORMAL;2012-11-16;Administrador Fiduciário e Gestor de Carteira;Instituição Financeira;PRIVADO;SEDE;AV. BRIG. FARIA LIMA,3477;11º ANDAR - TORRE A;ITAIM BIBI;SÃO PAULO;SP;4538133;11;21974400;;;juridicofundos@trusteedtvm.com.br;www.trusteedtvm.com.br
23.890.968/0001-36;TRUXT INVESTIMENTOS LTDA.;TRUXT INVESTIMENTOS LTDA.;2017-01-05;;;EM FUNCIONAMENTO NORMAL;2017-01-05;Gestor de Carteira;;PRIVADO;SEDE;AV. ATAULFO DE PAIVA, 153;6 ANDAR;LEBLON;RIO DE JANEIRO;RJ;22440032;21;30301888;;;compliance@truxt.com.br;www.truxt.com.br
13.362.610/0001-87;TRX GESTORA DE RECURSOS LTDA;--;2011-08-04;;;EM FUNCIONAMENTO NORMAL;2011-08-04;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA;2179 - 7 ANDAR - CJ 72;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;48722600;;;fundos@trx.com.br;www.trx.com.br
10.262.910/0001-04;TS GESTÃO E CONSULTORIA IMOBILIÁRIA LTDA.;TISHMAN;2020-01-10;;;EM FUNCIONAMENTO NORMAL;2020-01-10;Gestor de Carteira;;PRIVADO;SEDE;AV ROBERTO MARINHO, 85;CONJ 242 SALA 27;BROOKLIN PAULISTA;SÃO PAULO;SP;4576010;11;30287400;;;dlassen@tishmanspeyer.com.br;www.tishmanspeyergestora.com.br
29.279.233/0001-57;TT INVESTIMENTOS LTDA.;TT INVESTIMENTOS;2018-06-20;2022-11-01;CANCELAMENTO A PEDIDO;CANCELADA;2022-11-01;Gestor de Carteira;;PRIVADO;SEDE;RUA GENERAL SAN MARTIN 1002;SL 301 B;LEBLON;RIO DE JANEIRO;RJ;22441013;21;30307560;;;ttinvestimentos@ttinvestimentos.com.br;www.ttinvestimentos.com.br
00.351.579/0001-37;TUDOR INV INT E ASS DE NEG LTD;TUDOR INV INT E ASS;1995-05-15;2001-09-24;CANCELAMENTO A PEDIDO;CANCELADA;2001-09-24;;;PRIVADO;SEDE;R B PAULISTA 600 14 AND CJ 143;;;SÃO PAULO;SP;4532001;11;30492550;;;;
03.789.448/0001-24;TUDOR PARTICIPAÇÕES LTDA;TUDOR PARTICIPAÇÕES LTDA;2000-10-02;2002-06-18;CANCELAMENTO A PEDIDO;CANCELADA;2002-06-18;;;PRIVADO;SEDE;ALAMEDA LORENA, N° 800;CONJUNTO 2106;;SÃO PAULO;SP;1424001;11;30492550;;;tudor@tudor.com.br;
41.191.496/0001-05;TUERI GESTORA DE RECURSOS LTDA.;TUERI INVEST;2021-09-08;;;EM FUNCIONAMENTO NORMAL;2021-09-08;Gestor de Carteira;;PRIVADO;SEDE;ALAMEDA LORENA, 427/SL 60;;JARDIM PAULISTA;SÃO PAULO;SP;1424003;11;38849356;;;lf@tueriinvest.com;www.tueriinvest.com
47.812.430/0001-71;TUIAS GESTORA DE RECURSOS LTDA.;-----;2023-03-08;;;EM FUNCIONAMENTO NORMAL;2023-03-08;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA, 2601/CJ 102;;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;38186900;;;contato.tuiasgestora@gmail.com;www.tuiasgestora.com.br
61.747.085/0001-60;TULLETT PREBON BRASIL CORRETORA DE VALORES E CÂMBIO LTDA;CONVENCAO;1991-10-17;2001-05-04;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2001-05-04;;;PRIVADO;SEDE;RUA SÃO TOMÉ 86;21º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;4551080;11;21114800;9625331.45;1998-12-31;juridico@tullettprebon.com.br;
08.690.970/0001-78;TUPI GESTÃO DE INVESTIMENTOS FINANCEIROS LTDA;TUPI INVESTIMENTOS;2007-09-26;2013-04-12;CANCELAMENTO A PEDIDO;CANCELADA;2013-04-12;;;PRIVADO;SEDE;RUA BUENOS AIRES, 103;;BATEL;CURITIBA;PR;80250070;61;33223893;;;estefano_flenik@yahoo.com.br;
04.686.893/0001-21;TURIM 21 INVESTIMENTOS LTDA;TURIM 21 INVESTIMENTOS LTDA;2002-01-15;;;EM FUNCIONAMENTO NORMAL;2002-01-15;Gestor de Carteira;;PRIVADO;SEDE;RUA MAJOR RUBENS VAZ;N. 236;GÁVEA;RIO DE JANEIRO;RJ;22470070;21;22598015;;;compliance@turimbr.com;http://www.turimbr.com/
06.339.338/0001-59;TURIM INVESTIMENTOS SAO PAULO LTDA;TURIM INVESTIMENTOS SAO PAULO LTDA;2004-10-27;2011-11-07;CANCELAMENTO A PEDIDO;CANCELADA;2011-11-07;;;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, 1120;101;ITAIM BIBI;SÃO PAULO;SP;4534004;11;37092680;;;gmarini@turimbr.com;
43.826.833/0001-19;TURMALINA GESTÃO E ADMINISTRAÇÃO DE RECURSOS S.A.;-----;2018-11-05;;;EM FUNCIONAMENTO NORMAL;2018-11-05;Gestor de Carteira;;PRIVADO;SEDE;AV. PAULISTA, 2100;9º ANDAR;BELA VISTA;SÃO PAULO;SP;1310930;11;31758627;;;atendimento.regulamentar@safra.com.br;www.safra.com.br
43.826.833/0001-19;TURMALINA GESTÃO E ADMINISTRAÇÃO DE RECURSOS S.A.;-----;2008-11-14;2016-06-23;CANCELAMENTO A PEDIDO;CANCELADA;2016-06-23;;;PRIVADO;SEDE;AV. PAULISTA, 2100;9º ANDAR;BELA VISTA;SÃO PAULO;SP;1310930;11;31758627;;;atendimento.regulamentar@safra.com.br;
16.707.841/0001-73;TYR GESTÃO DE RECURSOS LTDA.;TYR GESTÃO DE RECURSOS LTDA.;2016-11-14;;;EM FUNCIONAMENTO NORMAL;2016-11-14;Gestor de Carteira;;PRIVADO;SEDE;RUA ARTUR DE AZEVEDO, 1217;CJ. 71;PINHEIROS;SÃO PAULO;SP;5404013;11;30643624;;;contato@tyrgestao.com.br;www.tyrgestao.com.br
46.503.558/0001-90;TYTON CAPITAL INVESTIMENTOS LTDA.;TYTON;2022-11-23;;;EM FUNCIONAMENTO NORMAL;2022-11-23;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA, 2601/CJ 34;;JARDIM PAULISTANO;SÃO PAULO;SP;14520;11;38192903;;;asset@tytoncapital.com.br;www.tytoncapital.com.br
07.213.252/0001-48;U.V. GESTORA DE ATIVOS FINANCEIROS LTDA;U.V. GESTORA DE ATIVOS FINANCEIROS LTDA;2005-03-28;;;EM FUNCIONAMENTO NORMAL;2005-03-28;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA BRIGADEIRO FARIA LIMA Nº 2.601;CONJ. 102;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;38186901;;;uvgestora@uvgestora.com.br;www.uvgestora.com.br
59.608.174/0001-84;UAM - ASSESSORIA E GESTÃO DE INVESTIMENTOS LTDA.;UAM - ASSESSORIA E GESTÃO DE INVESTIMENTOS LTDA.;1996-10-18;2011-09-08;ELISÃO POR INCORPORAÇÃO;CANCELADA;2011-09-08;;;PRIVADO;SEDE;PÇA ALFREDO E. DE SOUZA 100;12º ANDAR;BROOKLIN NOVO;SÃO PAULO;SP;4344902;11;50292206;14192057.64;1998-12-31;paulo.corchaki@itau-unibanco.com.br;
00.264.666/0001-57;UBS ASSET MANAGEMENT LTDA;UBS ASSET MANAGEMENT LTDA;1998-07-07;2004-03-05;CANCELAMENTO A PEDIDO;CANCELADA;2004-03-05;;;PRIVADO;SEDE;PRAIA DE BOTAFOGO 228;SALA 1105 - ALA B;BOTAFOGO;RIO DE JANEIRO;RJ;22359900;21;22378100;;;dl-unicad@ubsw.com;
11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;2010-06-16;;;EM FUNCIONAMENTO NORMAL;2010-06-16;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIG. FARIA LIMA, 4.440;9º ANDAR - PARTE;ITAIM BIBI;SÃO PAULO;SP;4538132;11;27676500;;;ol-compliance-brazil@ubs.com;https://www.ubs.com/br/pt.html
02.819.125/0001-73;UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;LINK S.A. CORRETORA;2000-04-18;2016-08-29;CANCELAMENTO A PEDIDO;CANCELADA;2016-08-29;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGA. FARIA LIMA, 4.440;7º ANDAR/PARTE;ITAIM BIBI;SÃO PAULO;SP;4538132;11;20506500;;;ol-compliance-brazil@ubs.com;
05.795.763/0001-90;UBS CONSENSO ACONSELHAMENTO PATRIMONIAL LTDA;UBS CONSENSO ACONSELHAMENTO PATRIMONIAL LTDA;2003-11-10;2007-04-05;CANCELAMENTO A PEDIDO;CANCELADA;2007-04-05;;;PRIVADO;SEDE;AV. CIDADE JARDIM;N. 803, 7º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;1453000;11;43026144;;;luiz.borges@ubs.com;
09.490.248/0001-52;UBS CONSENSO INVESTIMENTOS LTDA.;--;2008-07-01;2021-11-25;ELISÃO POR INCORPORAÇÃO;CANCELADA;2021-11-25;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA 4.440;4 ANDAR/PARTE;ITAIM BIBI;SÃO PAULO;SP;4538132;11;27676500;;;ol-compliance-brazil@ubs.com;www.consenso-br.com
07.883.474/0001-78;UBS PACTUAL ADMINISTRADORA DE RECURSOS INTERNACIONAIS LTDA;UBS PACTUAL ADMINISTRADORA DE RECURSOS INTERNACIONAIS LTDA;2006-03-31;2008-01-07;ELISÃO POR INCORPORAÇÃO;CANCELADA;2008-01-07;;;PRIVADO;SEDE;Praia de Botafogo;501 - 5º parte;botafogo;RIO DE JANEIRO;RJ;22250040;21;32629600;;;sh-atendimento@ubs.com;
03.705.127/0001-02;UBS PACTUAL ASSET MANAGEMENT EQUITY S/A;UBS PACTUAL ASSET MANAGEMENT EQUITY S/A;2000-05-10;2006-12-19;CANCELAMENTO A PEDIDO;CANCELADA;2006-12-19;;;PRIVADO;SEDE;ALAMEDA ARAGUAIA 1293/ 4 ANDAR;CONJ 405 PART;ALPHAVILLE;BARUERI;SP;6455000;11;41935966;;;atendimento@pactual.com.br;
03.715.932/0001-09;UBS PACTUAL ASSET MANAGEMENT FI  S/A;UBS PACTUAL ASSET MANAGEMENT FI  S/A;2000-05-10;2006-12-19;CANCELAMENTO A PEDIDO;CANCELADA;2006-12-19;;;PRIVADO;SEDE;ALAMEDA ARAGUAIA 1293/ 4 ANDAR;CONJ 405 PART;ALPHAVILLE;BARUERI;SP;6455000;11;41935966;;;atendimento@pactual.com.br;
07.892.478/0001-12;UBS PACTUAL EQUITY GESTORA DE RECURSOS LTDA;UBS PACTUAL EQUITY GESTORA DE RECURSOS LTDA;2006-03-31;2008-01-07;ELISÃO POR INCORPORAÇÃO;CANCELADA;2008-01-07;;;PRIVADO;SEDE;PRAIA DE BOTAFOGO 501;5 ANDAR;botafogo;RIO DE JANEIRO;RJ;22250040;21;32629600;;;eduardo.kemmelmeier@ubs.com;
06.910.549/0001-08;UBS PACTUAL GESTORA DE RECURSOS LTDA;UBS PACTUAL GESTORA DE RECURSOS LTDA;2004-09-24;2008-01-07;ELISÃO POR INCORPORAÇÃO;CANCELADA;2008-01-07;;;PRIVADO;SEDE;PRAIA DE BOTAFOGO;501 - 5º parte;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;21;32629600;;;sh-atendimento@ubs.com;
02.926.463/0001-04;UF GESTÃO DE RECURSOS FINANCEIROS LTDA.;UF INVESTIMENTOS;2009-12-28;;;EM FUNCIONAMENTO NORMAL;2009-12-28;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA ATAULFO DE PAIVA Nº 341;SALA 407;LEBLON;RIO DE JANEIRO;RJ;22440032;21;31386507;;;compliance@ufinvestimentos.com.br;www.ufinvestimentos.com.br
11.959.069/0001-63;UJAY CAPITAL INVESTIMENTOS LTDA;--;2010-12-03;;;EM FUNCIONAMENTO NORMAL;2010-12-03;Gestor de Carteira;;PRIVADO;SEDE;RUA PEDROSO ALVARENGA, 1254;7 ANDAR;ITAIM BIBI;SÃO PAULO;SP;4531004;11;30770100;;;backoffice@ujaycapital.com;http://ujaycapital.com/
17.967.948/0001-13;ULBREX ASSET MANAGEMENT LTDA;ULBREX ASSET MANAGEMENT;2013-09-24;;;EM FUNCIONAMENTO NORMAL;2013-09-24;Gestor de Carteira;;PRIVADO;SEDE;RUA HUNGRIA, 620;CJTO 31, 3O ANDAR;JARDIM EUROPA;SÃO PAULO;SP;1455000;11;35147300;;;contato@ulbrex.com;www.ulbrex.com
40.468.595/0001-29;ULTRA-MAR CAPITAL MULTIESTRATÉGIA GESTORA DE RECURSOS LTDA.;ULTRA-MAR CAPITAL;2021-09-08;;;EM FUNCIONAMENTO NORMAL;2021-09-08;Gestor de Carteira;;PRIVADO;SEDE;RUA HELENA, 280/SL 310;;VILA OLÍMPIA;SÃO PAULO;SP;4552050;11;48589049;;;flavio.santana@um.capital;www.um.capital
11.581.753/0001-54;UM INVEST ASSET MANAGEMENT LTDA.;--;2010-05-21;2019-12-18;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2019-12-18;Gestor de Carteira;;PRIVADO;SEDE;PRAÇA XV DE NOVEMBRO;20, 12º ANDAR, SALA 1202;CENTRO;RIO DE JANEIRO;RJ;20010010;21;23232424;;;compliance@umasset.com.br;www.umasset.com.br
33.968.066/0001-29;UM INVESTIMENTOS SA CTVM;UM INVESTIMENTOS;1991-10-09;2019-12-20;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2019-12-20;Administrador Fiduciário;Instituição Financeira;PRIVADO;SEDE;PRAÇA XV DE NOVEMBRO, 20;1202;CENTRO;RIO DE JANEIRO;RJ;20010010;21;23232424;18009959.98;1998-12-31;compliance@uminvestimentos.com.br;www.uminvestimentos.com.br
01.997.588/0001-62;UMA GESTAO DE RECURSOS LTDA;UMA GESTAO REC LTDA;1997-09-01;2002-09-25;CANCELAMENTO A PEDIDO;CANCELADA;2002-09-25;;;PRIVADO;SEDE;AV. DAS AMÉRICAS 3333;SALA 1015-PARTE;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22631003;21;3254798;;;uma@domain.com.br;
05.336.089/0001-85;UNA CAPITAL LTDA;UNA CAPITAL;2003-07-04;;;EM FUNCIONAMENTO NORMAL;2003-07-04;Gestor de Carteira;;PRIVADO;SEDE;RUA BANDEIRA PAULISTA ,275;CJ 52, 5º ANDAR;ITAIM BIBI;SÃO PAULO;SP;4532010;11;35046000;;;ricardo@unacapital.com.br;www.unacapital.com.br
33.829.292/0001-29;UNIBANCO ASSET MANAGEMENT S/A DTVM;UNIBANCO ASSET MANAGEMENT S/A DTVM;2006-07-06;2010-06-16;CANCELAMENTO A PEDIDO;CANCELADA;2010-06-16;;;PRIVADO;SEDE;AV. DAS NAçõES UNIDAS 12901;23º E 24º AND PTE.;Brooklin Novo;SÃO PAULO;SP;5423901;11;21245605;;;relacionamento.bacen@itau-unibanco.com.br;
89.560.460/0001-88;UNIBANCO CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO S/A;INVESTSHOP CVMC S.A.;1991-05-02;1998-12-22;CANCELAMENTO A PEDIDO;CANCELADA;1998-12-22;;;PRIVADO;SEDE;AV EUSEBIO MATOSO, 891;;PINHEIROS;SÃO PAULO;SP;5423901;11;50193201;2032141.95;1998-12-31;relacionamento.bacen@itau-unibanco.com.br;
33.764.366/0001-96;UNIBANCO CVM S/A;UNIBANCO;1998-08-04;2005-02-14;CANCELAMENTO A PEDIDO;CANCELADA;2005-02-14;;;PRIVADO;SEDE;RUA DA QUITANDA, 157;3 ANDAR;CENTRO;SÃO PAULO;SP;1012010;11;30974577;44148272.85;1998-12-31;unibancocorretora@unibanco.com.br;
33.700.394/0001-40;UNIBANCO UNIAO BANCOS BRAS SA;UNIBANCO SA;1988-06-20;2012-06-14;CANCELAMENTO A PEDIDO;CANCELADA;2012-06-14;;;PRIVADO;SEDE;AV. EUSEBIO MATOSO, 891;;PINHEIROS;SÃO PAULO;SP;5423901;11;50199872;10317202000.00;2008-12-31;relacionamento.bacen@itau-unibanco.com.br;
11.010.779/0001-42;ÚNICA ADMINISTRAÇÃO E GESTÃO DE RECURSOS LTDA.;--;2009-10-09;2021-05-04;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2021-05-04;Administrador Fiduciário e Gestor de Carteira;Capital Mínimo;PRIVADO;SEDE;RUA SETE DE SETEMBRO;99/ 19º ANDAR (PARTE);CENTRO;RIO DE JANEIRO;RJ;20050005;21;39610400;;;contatocvm@unicatrust.com.br;www.unicatrust.com.br
33.318.163/0001-76;ÚNICO DTVM S.A.;BNL DTVM;1989-08-07;2007-03-29;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2007-03-29;;;PRIVADO;SEDE;AVENIDA EUSÉBIO MATOSO, 891;;PINHEIROS;SÃO PAULO;SP;5423901;11;35844042;12378545.49;2000-12-31;relacionamento.bacen@itau-unibanco.com.br;
47.675.871/0001-79;UNITED C SA CVM;SANTISTA;1989-03-30;1995-06-22;;CANCELADA;1995-06-22;;;PRIVADO;SEDE;R ANGELINA MAFFEI VITA 607;;;SÃO PAULO;SP;1455070;11;70625;;;;
06.015.560/0001-04;UNITY CAPITAL GESTORA DE INVESTIMENTOS LTDA;UNITY CAPITAL;2003-12-17;;;EM FUNCIONAMENTO NORMAL;2003-12-17;Gestor de Carteira;;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, 100;CONJ 191;ITAIM BIBI;SÃO PAULO;SP;4534001;11;21618777;;;gaspar@unitycapital.com.br;www.unitycapital.com.br
19.003.784/0001-30;UP BRASIL GESTORA DE ATIVOS LTDA.;UP BRASIL GESTORA DE ATIVOS LTDA.;2014-08-26;2016-07-13;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2016-07-13;Gestor de Carteira;;PRIVADO;SEDE;Praça Floriano;55 sala  707;CENTRO;RIO DE JANEIRO;RJ;20031050;21;38720239;;;upbrasilgestora@br.inter.net;
82.016.270/0001-55;UP FINANÇAS E NEGÓCIOS S.A.;C & D DTVM;1994-07-01;2005-12-05;CANCELAMENTO A PEDIDO;CANCELADA;2005-12-05;;;PRIVADO;SEDE;RUA XV DE NOVEMBRO, 297;CONJ. 301;CENTRO;CURITIBA;PR;80020310;41;30141414;731848.55;1998-12-31;cherem@cdinvest.com.br;
82.016.270/0001-55;UP FINANÇAS E NEGÓCIOS S.A.;C & D DTVM;2008-07-24;2015-02-10;CANCELAMENTO A PEDIDO;CANCELADA;2015-02-10;;;PRIVADO;SEDE;RUA XV DE NOVEMBRO, 297;CONJ. 301;CENTRO;CURITIBA;PR;80020310;41;30141414;605411.61;2014-12-31;cherem@cdinvest.com.br;www.cdinvest.com.br
47.352.283/0001-02;UPON GESTORA DE RECURSOS DE CRÉDITO LTDA.;UPON GLOBAL CAPITAL;2022-11-07;;;EM FUNCIONAMENTO NORMAL;2022-11-07;Gestor de Carteira;;PRIVADO;SEDE;AV BRIGADEIRO FARIA LIMA, 2277/CJ 1603;16º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;27800830;;;info@uponglobal.capital;www.uponglobal.capital
39.716.593/0001-22;UPON GESTORA DE RECURSOS MACRO LTDA.;UPON GLOBAL CAPITAL;2021-07-14;;;EM FUNCIONAMENTO NORMAL;2021-07-14;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIG. FARIA LIMA, 2277/16º ANDAR CJ 1603;;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;27800830;;;info@uponglobal.capital;www.uponglobal.capital
03.899.690/0001-50;UPSIDE FINANÇAS CORPORATIVAS E GESTÃO DE RECURSOS;UPSIDE CONSULTORIA E ASSESSORIA;2014-02-26;2016-10-13;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2016-10-13;Gestor de Carteira;;PRIVADO;SEDE;R. Barao do Triunfo 550;cjs. 21 a 23;BROOKLIN;SÃO PAULO;SP;4602002;11;30161530;;;administrativo@upsidefinance.com.br;
04.819.754/0001-29;UPSIDE GESTAO DE RECURSOS S/C LTDA;UPSIDE GESTAO DE RECURSOS S/C LTDA;2002-04-01;2015-11-24;CANCELAMENTO A PEDIDO;CANCELADA;2015-11-24;;;PRIVADO;SEDE;Av Ataulfo de Paiva 1079;Sala 507;LEBLON;RIO DE JANEIRO;RJ;22440032;21;25469813;;;fgros@upsidegr.com.br;
