TP_PARTIC;CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;CONTROLE_ACIONARIO;VL_PATRIM_LIQ;DT_PATRIM_LIQ;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;28.010.791/0001-50;BOLSA BRASILEIRA DE FUTUROS;BBF;1987-06-25;2012-12-13;EXTINÇÃO;CANCELADA;2012-12-13;108;;PRIVADO;0.00;2011-12-31;SEDE;PRAÇA XV DE NOVEMBRO, 20;6º ANDAR;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20010010;21;22711086;;;
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;54.641.030/0001-06;BOLSA DE MERCADORIAS & FUTUROS;BM&F;1984-12-10;2008-05-08;CANCELAMENTO A PEDIDO;CANCELADA;2008-05-08;116;;PRIVADO;975394000.00;2006-12-31;SEDE;PRACA ANTONIO PRADO, 48;;CENTRO;SÃO PAULO;SP;BRASIL;1010901;11;25654200;11;32427565;hvergara@bvmf.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;15.223.449/0001-96;BOLSA DE VALORES BAHIA SERGIPE ALAGOAS;BVBSA;1953-11-27;2013-06-03;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2013-06-03;43;;PRIVADO;4577254.00;2006-12-31;SEDE;RUA MIGUEL CALMON, 382;3º ANDAR;COMÉRCIO;SALVADOR;BA;BRASIL;40015010;71;32423844;71;32425753;bovesba@bovesba.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;09.758.863/0001-05;BOLSA DE VALORES DE PERNAMBUCO E PARAIBA;BVPP;1982-12-15;2006-04-25;LIQUIDAÇÃO ORDINÁRIA;CANCELADA;2006-04-25;94;;PRIVADO;7443319.96;2005-12-31;SEDE;Av.Gov.Agamenon Magalhães,2656;Lojas 3 e 4;Espinheiro;RECIFE;PE;BRASIL;52020000;81;32248277;81;32248412;bovapp@uol.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;58.197.732/0001-01;BOLSA DE VALORES DE SANTOS;BVST;1967-09-01;2001-12-28;ELISÃO POR INCORPORAÇÃO;CANCELADA;2001-12-28;78;;PRIVADO;4484000.00;2000-12-31;SEDE;RUA XV DE NOVEMBRO 111;;;SANTOS;SP;BRASIL;11010151;13;1102;13;2195119;
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;61.694.865/0001-90;BOLSA DE VALORES DE SÃO PAULO;BVSP;1990-08-23;2007-08-28;CANCELAMENTO A PEDIDO;CANCELADA;2007-08-28;27;;PRIVADO;620174465.24;2004-12-31;SEDE;RUA XV DE NOVEMBRO, 275;;CENTRO;SÃO PAULO;SP;BRASIL;1013001;11;32332000;11;32423550;
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;02.584.094/0001-19;BOLSA DE VALORES DE SÃO PAULO S.A. - BVSP;BOVESPA S.A. - BVSP;2007-08-28;2008-05-08;CANCELAMENTO A PEDIDO;CANCELADA;2008-05-08;159;;PRIVADO;288378000.00;2007-12-31;SEDE;PRAÇA ANTONIO PRADO, 48;7º ANDAR;CENTRO;SÃO PAULO;SP;BRASIL;1010901;11;25654200;11;32427565;hvergara@bvmf.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;76.622.505/0001-50;BOLSA DE VALORES DO PARANA;BVPR;1948-10-30;2005-11-29;CANCELAMENTO A PEDIDO;CANCELADA;2005-11-29;60;;PRIVADO;12170787.01;2004-12-31;SEDE;R MAL DEODORO, 344;6º E 7º ANDARES;CENTRO;CURITIBA;PR;BRASIL;80010010;41;2225191;41;2236203;geral@bvpr.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;89.513.006/0001-76;BOLSA DE VALORES EXTREMO SUL;BVES;1978-01-25;2003-04-29;CANCELAMENTO A PEDIDO;CANCELADA;2003-04-29;51;;PRIVADO;2778000.00;2000-12-31;SEDE;RUA DOS ANDRADAS 1234/ 8 ANDAR;;;PORTO ALEGRE;RS;BRASIL;90020008;51;1296;51;2274359;
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;00.464.727/0001-20;BOLSA DE VALORES MINAS-ESPIRITO SANTO-BRASILIA;BOVMESB;1947-06-27;2008-11-22;LIQUIDAÇÃO ORDINÁRIA;CANCELADA;2008-11-22;35;;PRIVADO;11738300.40;2005-12-31;SEDE;AV. AFONSO PENA, 2093;;FUNCIONÁRIOS;BELO HORIZONTE;MG;BRASIL;30130006;31;32736104;31;32267857;audit@bovmesb.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;06.750.376/0001-08;BOLSA DE VALORES REGIONAL;BVRG;1974-08-12;2006-01-10;CANCELAMENTO A PEDIDO;CANCELADA;2006-01-10;86;;PRIVADO;24806691.02;2005-12-31;SEDE;AV DOM MANUEL, 1020;;CENTRO;FORTALEZA;CE;BRASIL;60060090;85;32526466;85;32524141;bvrg@bolsaregional.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;33.660.648/0001-43;BOLSA VALORES DO RIO DE JANEIRO;BVRJ;1945-06-14;2019-08-15;CANCELAMENTO A PEDIDO;CANCELADA;2019-08-15;19;;PRIVADO;32840000.00;2006-12-31;SEDE;PCA XV DE NOVEMBRO, 20;1º SUBSOLO;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20010010;21;22239600;21;22239631;jgalvao@bvmf.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;28.719.664/0001-24;CETIP - CÂMARA DE CUSTÓDIA E LIQUIDAÇÃO;CETIP - CENTRAL DE CUSTODIA E DE LIQUIDAÇAO FINANCEIRA DE TITULOS;2000-08-11;2008-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2008-06-30;140;Comércio (Atacado e Varejo);PRIVADO;117801722.00;2005-12-31;SEDE;AV REP. DO CHILE, 230;11º ANDAR;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20031170;21;22767474;21;22767435;cetip@cetip.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;09.358.105/0001-91;CETIP S.A. - MERCADOS ORGANIZADOS;CETIP S.A.;2008-07-01;2017-07-03;INCORPORAÇÃO;CANCELADA;2017-07-03;167;Intermediação Financeira;PRIVADO;308304000.00;2009-12-31;SEDE;Av. República do Chile, 230;11º andar;Centro;RIO DE JANEIRO;RJ;BRASIL;20031919;21;22767474;21;22767435;cetip@cetip.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;39.106.794/0001-08;CLC-CAMARA LIQ.E CUSTODIA S/A;CLC;1991-05-28;2000-09-20;ELISÃO POR INCORPORAÇÃO;CANCELADA;2000-09-20;132;;;10279000.00;1997-12-31;SEDE;RUA XV DE NOVEMBRO 275/6 ANDAR;;CENTRO;SÃO PAULO;SP;BRASIL;1013001;21;22711890;21;22212768;
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;31.836.472/0001-02;CRT4 - CENTRAL DE REGISTRO DE TÍTULOS E ATIVOS S.A.;CRT4 - CENTRAL DE REGISTRO DE TÍTULOS E ATIVOS S.A.;2021-10-26;;;EM FUNCIONAMENTO NORMAL;2021-10-26;205;;PRIVADO;;;SEDE;RUA DO PARAISO, 148;3A. ANDAR;PARAÍSO;SÃO PAULO;SP;;4103000;;;;;
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;30.498.377/0001-83;CSD CENTRAL DE SERVICOS DE REGISTRO E DEPOSITO AOS MERCADOS FINANCEIRO E DE CAPITAIS S.A.;CSD BR;2020-05-12;;;EM FUNCIONAMENTO NORMAL;2020-05-12;191;;PRIVADO;;;SEDE;AV BRIGADEIRO FARIA LIMA, 1779;5O. ANDAR - CJ 51;JARDIM PAULISTANO;SÃO PAULO;SP;;1452914;11;37994796;;;grc@csdbr.com
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;01.570.630/0001-64;SOC. OPER. MERCADO DE ATIVO S/A;SOMA;1996-10-22;2004-12-02;ELISÃO POR INCORPORAÇÃO;CANCELADA;2004-12-02;124;;PRIVADO;1368000.00;2000-12-31;SEDE;RUA 15 DE NOVEMBRO 275;;CENTRO;SÃO PAULO;SP;BRASIL;1013001;11;32332000;11;32423550;
ESCRITURADORES DE VALORES MOBILIÁRIOS;17.312.661/0001-55;AMARIL FRANKLIN CTV LTDA;AMARIL CTV;2018-05-25;;;EM FUNCIONAMENTO NORMAL;2018-05-25;655;;PRIVADO;;;SEDE;RUA GUAJAJARAS, 581;3º E 5º ANDARES;CENTRO;BELO HORIZONTE;MG;;30180100;31;32358128;31;32019681;investimentos@amarilfranklin.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;33.775.974/0001-04;ATIVA INVESTIMENTOS S.A. C.T.C.V.;ATIVA S/A CTCV;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;167;;;57998978.65;2011-12-31;SEDE;AV DAS AMERICAS, 3.500;BL 1 / SL 314-318;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;;22640102;21;39578326;21;39578326;contabilidade@ativactv.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;40.434.681/0001-10;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;AZUMI DTVM;2021-09-23;;;EM FUNCIONAMENTO NORMAL;2021-09-23;850;;PRIVADO;1500000.00;2021-06-30;SEDE;RUA DR. RUBENS GOMES BUENO, 691/13º ANDAR CJ 131;;VÁRZEA DE BAIXO;SÃO PAULO;SP;;4730903;11;26269780;;;vitor.moscatelli@azumidtvm.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;09.346.601/0001-25;B3 S.A. - BRASIL, BOLSA, BALCÃO;B3;2014-07-01;2015-06-17;ADAPTAÇÃO À INSTRUÇÃO CVM Nº 543/2013;CANCELADA;2015-06-17;108;Bolsas de Valores/Mercadorias e Futuros;;19709749000.00;2009-12-31;SEDE;Praça Antonio Prado, 48;7º andar;Centro;SÃO PAULO;SP;BRASIL;1010901;11;25654000;;;societariob3@b3.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;60.770.336/0001-65;BANCO ALFA DE INVESTIMENTO S.A.;BANCO ALFA DE INVESTIMENTO S.A.;2017-10-09;;;EM FUNCIONAMENTO NORMAL;2017-10-09;493;Bancos;PRIVADO;;;SEDE;ALAMEDA SANTOS, 466;4° ANDAR;CERQUEIRA CESAR;SÃO PAULO;SP;;1418000;11;31755147;;;aaio@bancoalfa.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;00.997.185/0001-50;BANCO B3 S.A.;BANCO B3 S.A.;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;51;;;;;SEDE;RUA JOÃO BRÍCOLA, 59;4° ANDAR;CENTRO;SÃO PAULO;SP;;1014010;11;25657415;11;25657415;gustavo.carvalho@b3.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;01.522.368/0001-82;BANCO BNP PARIBAS BRASIL S/A;BANCO BNP PARIBAS BRASIL S/A;2017-11-22;;;EM FUNCIONAMENTO NORMAL;2017-11-22;566;;PRIVADO;;;SEDE;AV PRES JUSC KUBITSCHEK 1909;9º - 11º ANDS;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;BRASIL;4543907;11;38413146;;;administrador.fundos@br.bnpparibas.com
ESCRITURADORES DE VALORES MOBILIÁRIOS;60.746.948/0001-12;BANCO BRADESCO S.A.;BANCO BRADESCO S.A.;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;264;Bancos;;41753751000.00;2009-12-31;SEDE;NÚCLEO CIDADE DE DEUS;S/N;VILA YARA;OSASCO;SP;;6029900;11;36844522;11;36845645;marcia.masiero@bradesco.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;33.479.023/0001-80;BANCO CITIBANK S.A;CITIBANK - BANCO;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;370;;;;;SEDE;AV. PAULISTA, Nº 1.111;2º ANDAR PARTE;BELA VISTA;SÃO PAULO;SP;;1311920;11;40093000;11;40097548;atendimento.fundos@citi.com
ESCRITURADORES DE VALORES MOBILIÁRIOS;31.597.552/0001-52;BANCO CLÁSSICO S.A.;--;2017-09-11;;;EM FUNCIONAMENTO NORMAL;2017-09-11;469;;PRIVADO;;;SEDE;AV. PRES. VARGAS, 463;13º ANDAR;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20071003;21;22216142;21;22216142;bancoclassico@uol.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;02.038.232/0001-64;BANCO COOPERATIVO SICOOB S.A;BANCO COOPERATIVO DO BRASIL S/A;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;78;;;;;SEDE;SIG QUADRA 06 N 2080;;SUDOESTE;BRASÍLIA;DF;;70610460;61;32175229;61;32175295;carlasilva@sicoob.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;01.181.521/0001-55;BANCO COOPERATIVO SICREDI S.A.;BANCO COOPERATIVO SICREDI S.A.;2017-10-11;;;EM FUNCIONAMENTO NORMAL;2017-10-11;507;;PRIVADO;2449876219.65;2021-12-31;SEDE;AVENIDA ASSIS BRASIL;3940 - 12º ANDAR;SÃO SEBASTIÃO;PORTO ALEGRE;RS;;91060900;51;33584702;51;33584745;diretoria_banco@sicredi.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;62.232.889/0001-90;BANCO DAYCOVAL S.A.;BANCO DAYCOVAL S.A.;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;280;Bancos;;1692718000.00;2009-12-31;SEDE;AV. PAULISTA, 1793;;BELA VISTA;SÃO PAULO;SP;;1311200;11;31381025;;;ri@bancodaycoval.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;00.000.000/0001-91;BANCO DO BRASIL S.A.;BANCO DO BRASIL S.A.;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;27;Bancos;;36119265000.00;2009-12-31;SEDE;Saun Quadra 05, Lote B;Ed. BB;Asa Norte;BRASÍLIA;DF;BRASIL;70040912;61;34939002;;;ri@bb.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;92.702.067/0001-96;BANCO DO ESTADO DO RIO GRANDE DO SUL SA;BANRISUL S/A;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;361;Bancos;;3408462000.00;2009-12-31;SEDE;RUA CAPITÃO MONTANHA, 177;4º ANDAR;CENTRO;PORTO ALEGRE;RS;;90010040;51;32153723;51;32151716;secretaria_dg@banrisul.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;07.237.373/0001-20;BANCO DO NORDESTE DO BRASIL SA;BANCO DO NORDESTE;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;329;Bancos;;2072725000.00;2009-12-31;SEDE;Av. Dr. Silas Munguba;5.700;Passaré;FORTALEZA;CE;BRASIL;60743902;85;32993000;85;32993649;fundos@bnb.gov.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;33.644.196/0001-06;BANCO FATOR S/A;FATOR - BANCO;2017-02-13;2018-03-07;CANCELAMENTO A PEDIDO;CANCELADA;2018-03-07;426;;PRIVADO;;;SEDE;R DR RENATO P DE BARROS, 1017;12 ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4530001;11;30499100;;;echalub@fator.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;58.616.418/0001-08;BANCO FIBRA SA;BANCO FIBRA SA;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;230;Bancos;;440649000.00;2006-12-31;SEDE;AVENIDA DOUTORA RUTH CARDOSO, Nº 8.501;14º E 15º ANDAR (PARTE);PINHEIROS;SÃO PAULO;SP;;5425070;011;38476700;11;38476723;flavia.zahr@bancofibra.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;11.758.741/0001-52;BANCO FINAXIS S.A.;BANCO FINAXIS S.A.;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;116;;;12380850.42;2011-12-31;SEDE;RUA PASTEUR, 463;11º ANDAR;AGUA VERDE;CURITIBA;PR;BRASIL;80250104;41;30740909;41;30740909;servicosfinanceiros@finaxis.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;45.246.410/0001-55;BANCO GENIAL S.A.;PLURAL BANCO;2017-12-15;;;EM FUNCIONAMENTO NORMAL;2017-12-15;604;;PRIVADO;;;SEDE;PRAIA DE BOTAFOGO, 228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;;22250040;21;39233000;21;39233001;complianceadm@genial.com.vc
ESCRITURADORES DE VALORES MOBILIÁRIOS;33.172.537/0001-98;BANCO J.P. MORGAN S.A.;BANCO J. P. MORGAN S.A.;2014-07-01;2015-05-15;ADAPTAÇÃO À INSTRUÇÃO CVM Nº 543/2013;CANCELADA;2015-05-15;159;;;610668300.43;2000-12-31;SEDE;AV BRIGADEIRO FARIA LIMA, 3729;6º(PARTE), 10º(PARTE), 11º, 12º(PARTE), 14º E 15º ANDARES;ITAIM BIBI;SÃO PAULO;SP;;4538905;11;49503700;11;49503817;compliance_regulatory_br@jpmorgan.com
ESCRITURADORES DE VALORES MOBILIÁRIOS;17.184.037/0001-10;BANCO MERCANTIL BRASIL SA;BANCO MERCANTIL DO BRASIL S/A;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;337;Bancos;;546042000.00;2009-12-31;SEDE;Rua Rio de Janeiro, nº 654;6º andar;Centro;BELO HORIZONTE;MG;BRASIL;30160912;31;30576210;31;30576778;relacoescominvestidores@mercantil.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;34.169.557/0001-72;BANCO MERCANTIL DE INVESTIMENTOS S.A.;BANCO MERCANTIL DE INVESTIMENTOS SA;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;353;Bancos;;47467000.00;2009-12-31;SEDE;Rua Rio de Janeiro, 654;14º andar;Centro;BELO HORIZONTE;MG;BRASIL;30160912;31;30576234;31;30576778;relacoescominvestidores@mercantil.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;30.723.886/0001-62;BANCO MODAL S.A.;BANCO MODAL S.A.;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;140;Bancos;;;;SEDE;PRAIA DE BOTAFOGO, Nº 501, 5º ANDAR;PARTE, BLOCO 01;BOTAFOGO;RIO DE JANEIRO;RJ;;22250040;11;21066885;21;32237738;compliance@modal.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;61.820.817/0001-09;BANCO PAULISTA S.A.;BANCO PAULISTA S.A.;2014-12-17;;;EM FUNCIONAMENTO NORMAL;2014-12-17;19;;PRIVADO;;;SEDE;AV BRIGADEIRO FARIA LIMA, 1355;1, 2  ANDARES;JARDIM PAULISTANO;SÃO PAULO;SP;;1452919;11;32992000;11;32992005;marcelo.guimaraes@bancopaulista.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;58.160.789/0001-28;BANCO SAFRA S/A;BANCO SAFRA;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;213;Bancos;;;;SEDE;AVENIDA PAULISTA, 2100;;BELA VISTA;SÃO PAULO;SP;;1310930;11;31758627;;;atendimento.regulamentar@safra.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;BANCO SANTANDER (BRASIL) S.A.;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;310;Bancos;;64527446000.00;2009-12-31;SEDE;Avenida Presidente Juscelino Kubitschek, nº 2041;CJ 281, Bloco A;Vila Nova Conceição;SÃO PAULO;SP;BRASIL;4543011;11;35532000;11;35532000;corgreguladores@santander.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;60.518.222/0001-22;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;2017-11-08;2018-06-07;CANCELAMENTO A PEDIDO;CANCELADA;2018-06-07;540;;ESTRANGEIRO;;;SEDE;AVENIDA PAULISTA, 37;11 E 12 ANDARES;BELA VISTA;SÃO PAULO;SP;;1311902;11;31788202;;;guilherme_alice@smbcgroup.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;28.156.057/0001-01;BANESTES DTVM SA;BANESTES DTVM;2021-12-13;;;EM FUNCIONAMENTO NORMAL;2021-12-13;876;;ESTATAL;;;SEDE;AV PRINCESA ISABEL, 574;BLOCO A, 9 ANDAR;CENTRO;VITÓRIA;ES;BRASIL;29010360;27;33833100;27;33833115;dtvm@banestes.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;28.127.603/0001-78;BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO;BANESTES S/A;2017-11-22;2022-08-17;CANCELAMENTO A PEDIDO;CANCELADA;2022-08-17;574;Bancos;PRIVADO;;;SEDE;AV. PRINCESA ISABEL;574, BL B, 9 ANDAR;CENTRO;VITÓRIA;ES;;29010931;27;33831530;27;33831531;shgrillo@banestes.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;24.933.830/0001-30;BB BANCO DE INVESTIMENTO S.A.;BB BCO INV;2014-07-01;2016-02-02;ADAPTAÇÃO À INSTRUÇÃO CVM Nº 543/2013;CANCELADA;2016-02-02;132;;;396509082.24;2009-12-31;SEDE;AV PAULISTA, 1230;9º ANDAR;BELA VISTA;SÃO PAULO;SP;;1310901;11;42987000;;;diope.custodia.atend@bb.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB GESTÃO DE RECURSOS DTVM SA;2014-07-01;2016-02-10;CANCELAMENTO A PEDIDO;CANCELADA;2016-02-10;345;;;78926541.12;2000-12-31;SEDE;AV REPUBLICA DO CHILE, 330;7º ANDAR TORRE OESTE;CENTRO;RIO DE JANEIRO;RJ;;20031170;21;38087505;21;38087600;bbasset@bb.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.;BNY MELLON SERVIÇOS FINANCEIROS DTVM S.A.;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;86;;;5829885.05;2000-12-31;SEDE;AVENIDA PRESIDENTE WILSON, 231;11º ANDAR;CENTRO;RIO DE JANEIRO;RJ;;20030905;21;32192500;21;32192501;bnymellon_cvm@bnymellon.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;44.077.014/0001-89;BR-CAPITAL DTVM S.A.;BR-CAPITAL DTVM S.A.;2019-10-23;;;EM FUNCIONAMENTO NORMAL;2019-10-23;752;;PRIVADO;;;SEDE;AV. DAS NAÇÕES UNIDAS,  11857;11º ANDAR- CJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;;4578908;11;55083500;11;55064033;carolina.gregorio@unitas.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;00.000.208/0001-00;BRB BANCO DE BRASILIA SA;BRB;2022-07-06;;;EM FUNCIONAMENTO NORMAL;2022-07-06;906;Bancos;ESTATAL;;;SEDE;SAUN Quadra 5 Bloco C;CNC;Asa Norte;BRASÍLIA;DF;BRASIL;70040250;61;33221515;61;34128092;ri@brb.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;33.850.686/0001-69;BRB DTVM SA;BRB DTVM SA;2017-11-01;;;EM FUNCIONAMENTO NORMAL;2017-11-01;531;;ESTATAL;;;SEDE;SAUN QD 5 LOTE C BL C TORRE 3  - CNC;2º ANDAR;ASA NORTE;BRASÍLIA;DF;;70040250;61;34092005;;;ggecor@dtvm.brb.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;124;;;968977.01;2012-12-31;SEDE;RUA IGUATEMI, 151;19º ANDAR;ITAIM BIBI;SÃO PAULO;SP;;1451011;11;35090600;;;rreis@brltrust.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;248;Arrendamento Mercantil;;;;SEDE;PRAIA DE BOTAFOGO, 501;6 ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;BRASIL;22250040;21;32629600;11;33832000;ol-juridico@btgpactual.com
ESCRITURADORES DE VALORES MOBILIÁRIOS;03.384.738/0001-98;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2016-05-11;;;EM FUNCIONAMENTO NORMAL;2016-05-11;400;Seguradoras e Corretoras;PRIVADO;;;SEDE;AV. DAS NAÇÕES UNIDAS, 14.171;TORRE A  11º ANDAR;VILA GERTRUDES;SÃO PAULO;SP;;4794000;11;51715003;11;51715057;vam-cvm@vam.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL;CAIXA ECONOMICA FEDERAL;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;35;;;;;SEDE;SETOR BANCÁRIO SUL QD 4 BL A;LOTES 3 E 4;ASA SUL;BRASÍLIA;DF;;70070140;11;31504960;11;22201755;derat@caixa.gov.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;33.868.597/0001-40;CITIBANK DTVM SA;CITIBANK DTVM;2014-07-01;;;EM FUNCIONAMENTO NORMAL;2014-07-01;175;;;656042383.94;2002-12-31;SEDE;AV. PAULISTA, Nº 1.111;2º ANDAR PARTE;BELA VISTA;SÃO PAULO;SP;;1311920;11;40092562;11;40097548;citi.administracao@citi.com
ESCRITURADORES DE VALORES MOBILIÁRIOS;02.685.483/0001-30;CM CAPITAL MARKETS CCTVM LTDA;CM CAPITAL MARKETS CCTVM LTDA;2017-07-03;;;EM FUNCIONAMENTO NORMAL;2017-07-03;450;;PRIVADO;;;SEDE;R GOMES DE CARVALHO 1195/4 AND;SALA 2 A / CONJ.42;VILA OLIMPIA;SÃO PAULO;SP;;4547004;11;38421122;11;30443547;reguladores@cmcapital.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA;CM CAPITAL MARKET DTVM LTDA;2023-03-13;;;EM FUNCIONAMENTO NORMAL;2023-03-13;930;;PRIVADO;;;SEDE;RUA GOMES DE CARVALHO 1195;4º ANDAR;VILA OLIMPIA;SÃO PAULO;SP;;4547004;11;38421122;11;30443547;admfundos@cmcapital.com.br
ESCRITURADORES DE VALORES MOBILIÁRIOS;00.336.036/0001-40;COINVALORES CCVM LTDA;COINVALORES;2017-11-22;2022-05-24;CANCELAMENTO A PEDIDO;CANCELADA;2022-05-24;582;;PRIVADO;;;SEDE;AVENIDA BRIGADEIRO FARIA LIMA, 1800;2º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;;1451001;11;30354141;11;38140140;admfundoimobiliario@coinvalores.com.br
